"","sub","ses","run","task","trialindex","IV_cuelevel","IV_stimintensity","RATING_expectation","RATING_outcome"
"13768",83,1,4,"cognitive",2,"low_cue","high_stim",7.83761367789845,8.16297428371801
"13769",83,1,4,"cognitive",3,"high_cue","high_stim",18.2891583500028,6.49352531253926
"13770",83,1,4,"cognitive",4,"low_cue","low_stim",15.0940628250366,3.90569913707213
"13771",83,3,2,"cognitive",1,"low_cue","low_stim",8.55354270257181,10.859503235322
"13772",83,3,2,"cognitive",2,"low_cue","high_stim",4.36351139166193,16.7652025082104
"13773",83,3,2,"cognitive",3,"high_cue","med_stim",33.3051072750249,10.1407931461128
"13774",83,3,2,"cognitive",4,"low_cue","high_stim",22.2296210912378,24.4824858973471
"13775",83,3,2,"cognitive",5,"high_cue","high_stim",36.9623846995143,39.4515337062819
"13776",83,3,2,"cognitive",6,"high_cue","med_stim",41.865896749528,32.4711922908485
"13777",83,3,2,"cognitive",7,"low_cue","low_stim",20.7564794127547,22.4427533652944
"13778",83,3,5,"cognitive",1,"high_cue","low_stim",51.3401917459099,21.2864051136591
"13779",83,3,5,"cognitive",2,"high_cue","low_stim",34.0771952801307,23.1683871534975
"13780",83,3,5,"cognitive",3,"high_cue","med_stim",32.347443499442,18.2170951978248
"13781",83,3,5,"cognitive",4,"low_cue","med_stim",28.7596185337225,16.743780392543
"13782",83,3,5,"cognitive",5,"high_cue","high_stim",26.3600582073531,47.6025622024998
"13783",83,3,5,"cognitive",6,"high_cue","med_stim",35.2175929681927,23.1683871534975
"13784",83,3,5,"cognitive",7,"low_cue","low_stim",34.0829467135096,17.8503183022168
"13785",83,3,5,"cognitive",8,"low_cue","high_stim",31.0906104491822,8.74616226255521
"13786",83,3,5,"cognitive",9,"low_cue","low_stim",24.6148730721051,9.91494567847495
"13787",83,3,5,"cognitive",10,"low_cue","med_stim",20.4751571140097,12.2550245737389
"13788",83,4,1,"cognitive",1,"low_cue","low_stim",19.6692676640171,4.6858998395027
"13789",83,4,1,"cognitive",2,"low_cue","med_stim",25.1278241807561,11.0848912922423
"13790",83,4,1,"cognitive",3,"low_cue","low_stim",11.6737103128848,6.95295746817392
"13791",83,4,1,"cognitive",4,"low_cue","high_stim",7.64040676102675,17.1718224290941
"13792",83,4,1,"cognitive",5,"high_cue","med_stim",15.9453959009229,10.6337744921121
"13793",83,4,1,"cognitive",6,"high_cue","high_stim",18.0700124871914,18.7998851586527
"13794",83,4,1,"cognitive",7,"high_cue","med_stim",24.7107994622302,19.529639414775
"13795",83,4,1,"cognitive",8,"high_cue","low_stim",22.1427056998454,10.9467311297451
"13796",83,4,1,"cognitive",9,"high_cue","low_stim",16.7898303711847,11.9968993079236
"13797",83,4,1,"cognitive",10,"high_cue","high_stim",20.3392221126522,19.1601731219813
"13798",83,4,1,"cognitive",11,"low_cue","high_stim",8.51942215741111,16.0399433060497
"13799",83,4,6,"cognitive",1,"low_cue","high_stim",25.1016087138234,8.29241291009267
"13800",83,4,6,"cognitive",2,"high_cue","med_stim",18.434948822922,9.7275785514016
"13801",83,4,6,"cognitive",3,"low_cue","low_stim",13.2010871757056,10.1407931461128
"13802",83,4,6,"cognitive",4,"low_cue","low_stim",13.1027899412625,16.260204708312
"13803",83,4,6,"cognitive",5,"high_cue","low_stim",16.9847325319886,18.2891583500028
"13804",83,4,6,"cognitive",6,"high_cue","med_stim",23.3795239527766,25.9422954898717
"13805",83,4,6,"cognitive",7,"high_cue","low_stim",24.6148730721051,16.0399433060497
"13806",83,4,6,"cognitive",8,"low_cue","high_stim",12.4790718019276,11.6737103128848
"13807",83,4,6,"cognitive",9,"low_cue","med_stim",13.9802905760327,16.5451645222102
"13808",83,4,6,"cognitive",10,"low_cue","med_stim",9.61582694325655,11.6737103128848
"13809",83,4,6,"cognitive",11,"high_cue","high_stim",15.8820506757503,27.0812154068428
"13810",84,1,6,"cognitive",1,"low_cue","high_stim",NA,35.1621490339668
"13811",84,3,1,"cognitive",1,"low_cue","med_stim",NA,4.84011248884704
"13812",84,3,1,"cognitive",2,"low_cue","high_stim",24.9196643698324,9.04466653441065
"13813",84,3,1,"cognitive",3,"high_cue","low_stim",14.0362434679265,5.77948582515591
"13814",84,3,1,"cognitive",4,"high_cue","med_stim",23.7748653160852,2.1124112702291
"13815",84,3,1,"cognitive",5,"high_cue","high_stim",14.3179313631279,4.00182658010981
"13816",84,3,1,"cognitive",6,"low_cue","high_stim",11.7208114988095,4.56435282653739
"13817",84,3,1,"cognitive",7,"low_cue","low_stim",3.69138598645128,1.61679031067324
"13818",84,3,1,"cognitive",8,"high_cue","high_stim",26.565051177078,1.8476102659946
"13819",84,3,1,"cognitive",9,"high_cue","low_stim",10.3466834671815,4.89909245378777
"13820",84,3,1,"cognitive",10,"low_cue","med_stim",9.46232220802562,4.87927378300673
"13821",84,3,1,"cognitive",11,"high_cue","med_stim",27.4153899194275,21.1198561534248
"13822",84,3,5,"cognitive",1,"low_cue","med_stim",6.89742755775175,8.7282964135823
"13823",84,3,5,"cognitive",2,"low_cue","low_stim",6.54629078329404,8.8164422389766
"13824",84,3,5,"cognitive",3,"low_cue","high_stim",15.0940628250366,9.73423234065436
"13825",84,3,5,"cognitive",4,"high_cue","low_stim",57.7754669827595,6.89742755775175
"13826",84,3,5,"cognitive",5,"high_cue","med_stim",17.9986949730216,5.54977942321874
"13827",84,3,5,"cognitive",6,"high_cue","high_stim",35.3503498949626,27.6943915931417
"13828",84,3,5,"cognitive",7,"high_cue","low_stim",14.5513764561595,9.26783626282112
"13829",84,3,5,"cognitive",8,"low_cue","high_stim",13.4243700550323,12.1759125177998
"13830",84,3,5,"cognitive",9,"high_cue","high_stim",34.3302171955033,19.1601731219813
"13831",84,3,5,"cognitive",10,"high_cue","med_stim",16.4549613829199,27.2929075865504
"13832",84,3,5,"cognitive",11,"low_cue","low_stim",29.838757421862,12.3532082341741
"13833",84,4,2,"cognitive",1,"low_cue","high_stim",3.86220905386517,1.39152665254782
"13834",84,4,2,"cognitive",2,"high_cue","med_stim",19.8851651138554,8.16297428371801
"13835",84,4,2,"cognitive",3,"low_cue","low_stim",12.7533002545757,7.9935214936398
"13836",84,4,2,"cognitive",4,"low_cue","low_stim",2.67997394010794,5.77948582515591
"13837",84,4,2,"cognitive",5,"high_cue","low_stim",15.7856200197316,7.41149285917887
"13838",84,4,2,"cognitive",6,"high_cue","med_stim",NA,11.1679944171103
"13839",84,4,2,"cognitive",7,"high_cue","low_stim",22.2296210912378,20.8024182904795
"13840",84,4,2,"cognitive",8,"low_cue","high_stim",1.61030060249899,19.824995079131
"13841",84,4,2,"cognitive",9,"low_cue","med_stim",1.61030060249899,24.8074289731418
"13842",84,4,2,"cognitive",10,"low_cue","med_stim",4.62923494779759,19.3118565643527
"13843",84,4,2,"cognitive",11,"high_cue","high_stim",47.7571566326561,11.8161470728393
"13844",84,4,2,"cognitive",12,"high_cue","high_stim",16.4868638164071,9.84582236785257
"13845",84,4,4,"cognitive",1,"high_cue","low_stim",39.7130591497647,7.83761367789845
"13846",84,4,4,"cognitive",2,"low_cue","med_stim",8.56593077299165,19.1601731219813
"13847",84,4,4,"cognitive",3,"high_cue","low_stim",9.50024131533731,5.85005520571738
"13848",84,4,4,"cognitive",4,"low_cue","med_stim",2.5396804503407,3.76712391922196
"13849",84,4,4,"cognitive",5,"high_cue","high_stim",39.4198466588042,3.90569913707213
"13850",84,4,4,"cognitive",6,"low_cue","low_stim",7.86907555179051,7.1250163489018
"13851",84,4,4,"cognitive",7,"low_cue","high_stim",2.75910765862027,5.54977942321874
"13852",84,4,4,"cognitive",8,"low_cue","low_stim",2.5396804503407,8.51942215741111
"13853",84,4,4,"cognitive",9,"high_cue","high_stim",35.0297023894512,6.18293016594826
"13854",84,4,4,"cognitive",10,"low_cue","high_stim",4.36351139166193,7.1250163489018
"13855",84,4,4,"cognitive",11,"high_cue","med_stim",3.73645935817829,7.41149285917887
"13856",84,4,4,"cognitive",12,"high_cue","med_stim",16.7680817413364,32.9052429229879
"13857",85,1,2,"cognitive",1,"low_cue","med_stim",13.2537156264954,18.9432630612515
"13858",85,1,2,"cognitive",2,"high_cue","med_stim",14.9314171781376,23.5899901707433
"13859",85,1,2,"cognitive",3,"low_cue","high_stim",25.9478853220016,20.3392221126522
"13860",85,1,2,"cognitive",4,"low_cue","low_stim",20.2590386552981,21.1198561534248
"13861",85,1,2,"cognitive",5,"high_cue","high_stim",12.8042660652868,9.00850374202516
"13862",85,1,2,"cognitive",6,"high_cue","high_stim",9.23555909316592,11.6737103128848
"13863",85,1,2,"cognitive",7,"high_cue","low_stim",NA,19.1601731219813
"13864",85,1,2,"cognitive",8,"high_cue","low_stim",17.7097245238628,12.0305960965379
"13865",85,1,2,"cognitive",9,"low_cue","med_stim",15.8191939475001,13.9802905760327
"13866",85,1,4,"cognitive",1,"high_cue","low_stim",NA,17.5602720518007
"13867",85,1,4,"cognitive",2,"low_cue","high_stim",13.9247732204094,8.88785169121973
"13868",85,1,4,"cognitive",3,"high_cue","med_stim",10.1407931461128,7.60983715755195
"13869",85,1,4,"cognitive",4,"low_cue","low_stim",5.77948582515591,10.9908661966055
"13870",85,1,4,"cognitive",5,"high_cue","high_stim",14.3700015151793,4.59221201091977
"13871",85,1,4,"cognitive",6,"low_cue","med_stim",6.89742755775175,11.1291892896112
"13872",86,1,3,"cognitive",1,"low_cue","low_stim",NA,15.3762512488262
"13873",86,1,3,"cognitive",2,"low_cue","med_stim",6.49352531253926,33.4248111826038
"13874",86,1,3,"cognitive",3,"high_cue","med_stim",49.889504806703,50.7268472589113
"13875",86,1,3,"cognitive",4,"low_cue","high_stim",8.53076560994813,11.3580397502998
"13876",86,1,3,"cognitive",5,"high_cue","med_stim",37.9760343038434,21.8439769224375
"13877",86,1,3,"cognitive",6,"low_cue","high_stim",9.2726017772003,15.2145409623114
"13878",86,1,3,"cognitive",7,"low_cue","low_stim",0.693060302711245,5.52754015165617
"13879",86,1,3,"cognitive",8,"high_cue","high_stim",40.7515454706387,44.5130787521869
"13880",86,1,3,"cognitive",9,"high_cue","high_stim",50.8946081470355,26.462186333354
"13881",86,1,3,"cognitive",10,"high_cue","low_stim",57.970214843003,42.2428433673439
"13882",86,1,3,"cognitive",11,"high_cue","low_stim",41.250935477652,6.75053946217897
"13883",86,1,3,"cognitive",12,"low_cue","med_stim",9.04466653441065,11.853004167744
"13884",86,1,6,"cognitive",1,"high_cue","low_stim",42.0390638658363,56.9472341045995
"13885",86,1,6,"cognitive",2,"low_cue","low_stim",13.8668968294945,9.23555909316592
"13886",86,1,6,"cognitive",3,"low_cue","med_stim",11.0848912922423,21.8014094863518
"13887",86,1,6,"cognitive",4,"low_cue","high_stim",10.6763556826958,49.7500548331404
"13888",86,1,6,"cognitive",5,"high_cue","med_stim",49.0740160958829,22.0205965560157
"13889",86,1,6,"cognitive",6,"high_cue","high_stim",53.9557649969273,35.1060793302646
"13890",86,1,6,"cognitive",7,"high_cue","low_stim",38.9824969671543,12.1270910349301
"13891",86,1,6,"cognitive",8,"high_cue","high_stim",35.2175929681927,33.6900675259798
"13892",86,1,6,"cognitive",9,"low_cue","low_stim",16.324623321803,43.6980473274211
"13893",86,1,6,"cognitive",10,"low_cue","med_stim",8.32565033042684,9.46232220802562
"13894",86,1,6,"cognitive",11,"low_cue","high_stim",NA,11.4005902773395
"13895",86,1,6,"cognitive",12,"high_cue","med_stim",58.5594518705341,24.7107994622302
"13896",86,3,1,"cognitive",1,"low_cue","med_stim",17.24145939894,7.68963490274526
"13897",86,3,1,"cognitive",2,"low_cue","low_stim",3.51785439580178,6.98105740682979
"13898",86,3,1,"cognitive",3,"high_cue","low_stim",63.0197692817771,6.18293016594826
"13899",86,3,1,"cognitive",4,"high_cue","med_stim",41.5761287550693,19.4527870602187
"13900",86,3,1,"cognitive",5,"low_cue","high_stim",0,3.90569913707213
"13901",86,3,1,"cognitive",6,"high_cue","high_stim",36.869897645844,16.8316687582415
"13902",86,3,1,"cognitive",7,"low_cue","med_stim",0,39.3055692822446
"13903",86,3,1,"cognitive",8,"high_cue","med_stim",41.7107573215082,14.4271442805497
"13904",86,3,1,"cognitive",9,"low_cue","low_stim",0.920334966849057,13.5704343851615
"13905",86,3,6,"cognitive",1,"low_cue","med_stim",12.5288077091515,17.4788820695203
"13906",86,3,6,"cognitive",2,"low_cue","high_stim",19.6692676640171,12.3039235540599
"13907",86,3,6,"cognitive",3,"high_cue","low_stim",38.3375228934037,37.0604066013385
"13908",86,3,6,"cognitive",4,"high_cue","med_stim",58.3924977537511,48.9275766262175
"13909",86,3,6,"cognitive",5,"high_cue","high_stim",42.1952446691367,35.7307779065988
"13910",86,3,6,"cognitive",6,"low_cue","high_stim",15.6600291318435,6.36717986426868
"13911",86,3,6,"cognitive",7,"low_cue","low_stim",7.41149285917887,2.52949420483775
"13912",86,3,6,"cognitive",8,"high_cue","high_stim",47.4332010547372,47.8209885935155
"13913",86,3,6,"cognitive",9,"high_cue","low_stim",57.5815500503569,3.92139888767809
"13914",86,3,6,"cognitive",10,"low_cue","med_stim",NA,17.9930878179738
"13915",86,3,6,"cognitive",11,"low_cue","low_stim",1.62333252509047,9.50219400361659
"13916",86,4,3,"cognitive",1,"low_cue","med_stim",24.1747819576347,14.203937953514
"13917",87,1,2,"cognitive",1,"high_cue","low_stim",87.700200578208,47.9440463499876
"13918",87,1,2,"cognitive",2,"high_cue","high_stim",49.5480424091254,15.9453959009229
"13919",87,1,2,"cognitive",3,"high_cue","med_stim",34.2004841302685,79.140496764678
"13920",87,1,2,"cognitive",4,"high_cue","low_stim",33.8812651906146,17.4093027469569
"13921",87,1,2,"cognitive",5,"low_cue","low_stim",26.1506223864705,10.2633428327706
"13922",87,1,4,"cognitive",1,"high_cue","high_stim",30.8849453307286,30.6064070315095
"13923",87,1,4,"cognitive",2,"low_cue","high_stim",19.0180918370199,27.28636280995
"13924",87,1,4,"cognitive",3,"low_cue","high_stim",20.1794586645109,29.2328174575243
"13925",87,1,4,"cognitive",4,"high_cue","high_stim",32.4184499496431,65.3583380004417
"13926",87,1,4,"cognitive",5,"low_cue","low_stim",29.3704044102194,8.13010235415598
"13927",87,1,4,"cognitive",6,"high_cue","low_stim",35.2175929681927,13.2537156264954
"13928",87,1,4,"cognitive",7,"low_cue","med_stim",25.2011236454751,44.3452195977323
"13929",87,1,4,"cognitive",8,"high_cue","med_stim",39.3055692822446,14.0362434679265
"13930",87,1,4,"cognitive",9,"low_cue","med_stim",26.3600582073531,23.6973442225171
"13931",87,1,4,"cognitive",10,"high_cue","low_stim",37.9760343038434,14.3700015151793
"13932",87,1,4,"cognitive",11,"low_cue","low_stim",33.3710520057529,11.5806191822281
"13933",87,3,1,"cognitive",1,"high_cue","low_stim",53.4985588794937,20.2590386552981
"13934",87,3,1,"cognitive",2,"high_cue","high_stim",61.1690316876096,30.8810786969436
"13935",87,3,1,"cognitive",3,"low_cue","med_stim",16.324623321803,22.3551804457356
"13936",87,3,1,"cognitive",4,"high_cue","low_stim",63.9511130526868,14.484733560323
"13937",87,3,1,"cognitive",5,"low_cue","high_stim",20.9055693369155,30.2062364349793
"13938",87,3,1,"cognitive",6,"high_cue","med_stim",46.4688007143858,40.8553762588957
"13939",87,3,1,"cognitive",7,"low_cue","high_stim",16.5632038576333,43.6830875942067
"13940",87,3,1,"cognitive",8,"high_cue","med_stim",44.1884993162881,54.3283912235543
"13941",87,3,1,"cognitive",9,"low_cue","low_stim",32.4184499496431,22.4427533652944
"13942",87,3,1,"cognitive",10,"high_cue","high_stim",69.1455419604217,22.5309792304654
"13943",87,3,5,"cognitive",1,"high_cue","med_stim",24.6768631703371,36.1796204479789
"13944",87,3,5,"cognitive",2,"high_cue","low_stim",50.1944289077348,19.1601731219813
"13945",87,3,5,"cognitive",3,"low_cue","med_stim",31.0817298303779,30.3722863576449
"13946",87,3,5,"cognitive",4,"high_cue","high_stim",55.1018764389705,74.6237487511738
"13947",87,3,5,"cognitive",5,"high_cue","low_stim",57.4582464400049,8.51942215741111
"13948",87,3,5,"cognitive",6,"low_cue","med_stim",14.1476053870017,6.23833268963931
"13949",87,4,3,"cognitive",1,"high_cue","med_stim",83.558399900665,40.4519575908746
"13950",87,4,3,"cognitive",2,"high_cue","high_stim",85.7636052009412,29.8325341293977
"13951",87,4,3,"cognitive",3,"low_cue","high_stim",13.5316948511641,15.8154000275273
"13952",87,4,3,"cognitive",4,"low_cue","low_stim",1.18362869272872,13.5051958371942
"13953",87,4,3,"cognitive",5,"low_cue","med_stim",15.1540680503126,19.0180918370199
"13954",87,4,3,"cognitive",6,"low_cue","med_stim",15.0940628250366,100.946731129745
"13955",87,4,3,"cognitive",7,"high_cue","high_stim",43.2049932626637,56.9472341045995
"13956",87,4,3,"cognitive",8,"low_cue","low_stim",31.0817298303779,99.1178627537958
"13957",87,4,3,"cognitive",9,"high_cue","low_stim",52.6699051861773,5.52754015165617
"13958",87,4,3,"cognitive",10,"low_cue","high_stim",16.4704284396086,5.52754015165617
"13959",87,4,6,"cognitive",1,"high_cue","med_stim",NA,7.64040676102675
"13960",87,4,6,"cognitive",2,"low_cue","low_stim",11.1738382418147,13.2010871757056
"13961",87,4,6,"cognitive",3,"high_cue","high_stim",65.498768551379,10.859503235322
"13962",87,4,6,"cognitive",4,"high_cue","med_stim",25.4336837463955,97.1823407715085
"13963",87,4,6,"cognitive",5,"low_cue","high_stim",13.4243700550323,36.1796204479789
"13964",87,4,6,"cognitive",6,"low_cue","med_stim",0.690277197865079,19.1601731219813
"13965",87,4,6,"cognitive",7,"high_cue","high_stim",68.1123666818038,5.80281966470886
"13966",87,4,6,"cognitive",8,"low_cue","med_stim",10.8458003981627,6.72334996305192
"13967",87,4,6,"cognitive",9,"low_cue","low_stim",5.64054943215682,10.9908661966055
"13968",87,4,6,"cognitive",10,"low_cue","high_stim",NA,0.927785774461679
"13969",88,1,2,"cognitive",1,"low_cue","high_stim",29.2569029899348,37.8346912670841
"13970",88,1,2,"cognitive",2,"low_cue","high_stim",10.6337744921121,23.8925023080266
"13971",88,1,2,"cognitive",3,"high_cue","high_stim",54.7045293212052,29.2157408604998
"13972",88,1,2,"cognitive",4,"low_cue","low_stim",40.8900020387252,4.15128526642169
"13973",88,1,2,"cognitive",5,"high_cue","low_stim",50.0759881885611,35.1838366212463
"13974",88,1,2,"cognitive",6,"low_cue","med_stim",32.9747203903647,41.1859251657097
"13975",88,1,2,"cognitive",7,"high_cue","med_stim",59.6277136423551,56.1187348093854
"13976",88,1,2,"cognitive",8,"high_cue","med_stim",66.6204760472234,24.9196643698324
"13977",88,1,2,"cognitive",9,"low_cue","med_stim",65.3948760820484,8.29241291009267
"13978",88,1,2,"cognitive",10,"high_cue","low_stim",66.4368601352252,13.6777761148389
"13979",88,1,5,"cognitive",1,"low_cue","med_stim",70.9065079995144,57.8477048587177
"13980",88,1,5,"cognitive",2,"high_cue","low_stim",36.869897645844,33.0527658954005
"13981",88,1,5,"cognitive",3,"low_cue","high_stim",47.772842477596,12.0305960965379
"13982",88,1,5,"cognitive",4,"high_cue","med_stim",57.5815500503569,46.6651060581037
"13983",88,1,5,"cognitive",5,"low_cue","med_stim",59.67639313745,38.1182763693631
"13984",88,1,5,"cognitive",6,"low_cue","high_stim",47.2776089583341,73.3239149318887
"13985",88,1,5,"cognitive",7,"high_cue","high_stim",58.0918930643469,52.7577548453308
"13986",88,1,5,"cognitive",8,"low_cue","low_stim",33.4165813953129,75.5594583467019
"13987",88,1,5,"cognitive",9,"low_cue","low_stim",55.9283901926058,18.9432630612515
"13988",88,1,5,"cognitive",10,"high_cue","low_stim",50.6944307177554,61.3711290944651
"13989",88,1,5,"cognitive",11,"high_cue","med_stim",44.3414568224364,37.4700732223124
"13990",88,1,5,"cognitive",12,"high_cue","high_stim",53.6454225342536,31.0032981265641
"13991",88,3,4,"cognitive",1,"low_cue","med_stim",47.1579504521576,90.4620527214308
"13992",88,3,4,"cognitive",2,"low_cue","low_stim",61.7925091209847,37.1910075397043
"13993",88,3,4,"cognitive",3,"low_cue","high_stim",43.8575005769557,76.7462843735046
"13994",88,3,4,"cognitive",4,"high_cue","low_stim",96.6270594328724,32.5795700547434
"13995",88,3,4,"cognitive",5,"high_cue","med_stim",86.0786011123219,102.578935237493
"13996",88,3,4,"cognitive",6,"high_cue","high_stim",44.6688142115846,44.8376894440633
"13997",88,3,4,"cognitive",7,"high_cue","low_stim",27.0812154068428,9.42376516168367
"13998",88,3,4,"cognitive",8,"low_cue","high_stim",47.4470486423236,27.6943915931417
"13999",88,3,4,"cognitive",9,"high_cue","high_stim",59.4297522497558,65.498768551379
"14000",88,3,4,"cognitive",10,"low_cue","med_stim",48.3274042417266,50.1944289077348
"14001",88,3,4,"cognitive",11,"high_cue","med_stim",89.0722142255383,71.934696238925
"14002",88,3,4,"cognitive",12,"low_cue","low_stim",24.2702732593095,31.6540337299386
"14003",88,4,1,"cognitive",1,"low_cue","low_stim",30.289719634089,24.3834097735265
"14004",88,4,1,"cognitive",2,"low_cue","med_stim",9.54038180484264,8.29241291009267
"14005",88,4,1,"cognitive",3,"low_cue","low_stim",39.8055710922652,11.1738382418147
"14006",88,4,1,"cognitive",4,"low_cue","high_stim",20.1794586645109,25.214516768072
"14007",88,4,1,"cognitive",5,"high_cue","med_stim",70.6881434356473,56.9472341045995
"14008",88,4,1,"cognitive",6,"high_cue","high_stim",71.7829048021751,71.565051177078
"14009",88,4,1,"cognitive",7,"high_cue","med_stim",60.7343194855267,68.929254767451
"14010",88,4,1,"cognitive",8,"high_cue","low_stim",85.5655294938988,87.9299693469589
"14011",88,4,1,"cognitive",9,"high_cue","low_stim",70.7642728577428,70.7642728577428
"14012",88,4,1,"cognitive",10,"high_cue","high_stim",35.1060793302646,48.0809358865731
"14013",88,4,1,"cognitive",11,"low_cue","med_stim",22.5838525206564,48.2655879163955
"14014",88,4,1,"cognitive",12,"low_cue","high_stim",37.3300948138227,17.3960200693809
"14015",88,4,6,"cognitive",1,"low_cue","high_stim",19.6070774438571,21.5014343240479
"14016",88,4,6,"cognitive",2,"high_cue","med_stim",84.6801060821931,96.2888514554274
"14017",88,4,6,"cognitive",3,"low_cue","low_stim",57.796960725595,100.633774492112
"14018",88,4,6,"cognitive",4,"low_cue","low_stim",30.4067317811007,54.1098206765782
"14019",88,4,6,"cognitive",5,"high_cue","low_stim",84.4502205767813,100.750966993188
"14020",88,4,6,"cognitive",6,"high_cue","med_stim",102.578935237493,87.1844433157888
"14021",88,4,6,"cognitive",7,"high_cue","low_stim",83.4373014910625,71.0567369387485
"14022",88,4,6,"cognitive",8,"low_cue","high_stim",44.6725991091556,30.8830583044304
"14023",88,4,6,"cognitive",9,"low_cue","med_stim",18.9432630612515,52.3890503301609
"14024",88,4,6,"cognitive",10,"low_cue","med_stim",14.6819677413936,67.6448195542644
"14025",88,4,6,"cognitive",11,"high_cue","high_stim",83.9909940425055,30.5702477502442
"14026",88,4,6,"cognitive",12,"high_cue","high_stim",99.2355590931659,61.7925091209847
"14027",89,1,3,"cognitive",1,"high_cue","low_stim",NA,32.5628654598417
"14028",89,1,3,"cognitive",2,"low_cue","med_stim",23.6820877245385,33.3663660010596
"14029",89,1,3,"cognitive",3,"high_cue","high_stim",30.1878810735862,28.2074908790153
"14030",89,1,3,"cognitive",4,"low_cue","high_stim",27.6943915931417,29.3064017487768
"14031",89,1,3,"cognitive",5,"high_cue","low_stim",33.3615402805696,21.8439769224375
"14032",89,1,3,"cognitive",6,"high_cue","med_stim",31.440548129466,30.8052623872091
"14033",89,1,3,"cognitive",7,"low_cue","high_stim",21.1198561534248,27.1159551562966
"14034",89,1,3,"cognitive",8,"high_cue","med_stim",28.8309683123904,28.425992243091
"14035",89,1,3,"cognitive",9,"low_cue","low_stim",25.2256456981242,28.8309683123904
"14036",89,1,3,"cognitive",10,"low_cue","low_stim",28.1561914482726,27.8014587799341
"14037",89,1,3,"cognitive",11,"high_cue","high_stim",25.8411358077129,25.2256456981242
"14038",89,1,3,"cognitive",12,"low_cue","med_stim",28.5187277886708,37.9760343038434
"14039",89,1,6,"cognitive",1,"low_cue","low_stim",23.6579969987627,15.1688948712134
"14040",89,1,6,"cognitive",2,"low_cue","med_stim",32.3609375593699,7.60983715755195
"14041",89,1,6,"cognitive",3,"high_cue","med_stim",28.964017961886,39.7159998580227
"14042",89,1,6,"cognitive",4,"low_cue","high_stim",25.2256456981242,26.7768645541552
"14043",89,1,6,"cognitive",5,"high_cue","med_stim",29.3175365773467,23.8925023080266
"14044",89,1,6,"cognitive",6,"low_cue","high_stim",26.2502423696889,24.8074289731418
"14045",89,1,6,"cognitive",7,"low_cue","low_stim",19.8851651138554,19.7468366054261
"14046",89,1,6,"cognitive",8,"high_cue","high_stim",16.1384185716341,8.32565033042684
"14047",89,1,6,"cognitive",9,"high_cue","high_stim",18.7257878452726,10.2221686336361
"14048",89,1,6,"cognitive",10,"high_cue","low_stim",9.91494567847495,4.85961443097241
"14049",89,1,6,"cognitive",11,"high_cue","low_stim",7.64040676102675,13.0291948079437
"14050",89,1,6,"cognitive",12,"low_cue","med_stim",8.69278111696351,11.5921754102911
"14051",89,3,3,"cognitive",1,"low_cue","low_stim",40.5507915470102,32.4184499496431
"14052",89,3,3,"cognitive",2,"high_cue","med_stim",54.3283912235543,63.3313399313117
"14053",89,3,3,"cognitive",3,"high_cue","low_stim",52.1653087329159,64.7865041285214
"14054",89,3,3,"cognitive",4,"high_cue","high_stim",55.4796169877622,46.4688007143858
"14055",89,3,3,"cognitive",5,"low_cue","med_stim",31.8342055455592,62.1985412200659
"14056",89,3,3,"cognitive",6,"low_cue","high_stim",45.6510603802295,42.7908724046997
"14057",89,3,3,"cognitive",7,"low_cue","med_stim",45.1720588807279,49.5480424091254
"14058",89,3,3,"cognitive",8,"low_cue","high_stim",51.8427734126309,64.2592916437672
"14059",89,3,3,"cognitive",9,"high_cue","low_stim",68.5828336470583,48.4238712449307
"14060",89,3,3,"cognitive",10,"high_cue","high_stim",55.0279087674248,63.9511130526868
"14061",89,3,3,"cognitive",11,"high_cue","med_stim",57.5288077091515,70.8398268780187
"14062",89,3,3,"cognitive",12,"low_cue","low_stim",42.2428433673439,41.0772871094895
"14063",89,3,4,"cognitive",1,"high_cue","low_stim",60.7430970100652,48.0809358865731
"14064",89,3,4,"cognitive",2,"low_cue","low_stim",45.164170838717,50.1643049465183
"14065",89,3,4,"cognitive",3,"low_cue","med_stim",42.495949158393,60.4001709995294
"14066",89,3,4,"cognitive",4,"low_cue","high_stim",56.2454828054629,51.8427734126309
"14067",89,3,4,"cognitive",5,"high_cue","med_stim",39.2218809308733,47.2906100426385
"14068",89,3,4,"cognitive",6,"high_cue","high_stim",45.1623105559367,44.3489396197705
"14069",89,3,4,"cognitive",7,"high_cue","low_stim",44.5130787521869,23.1683871534975
"14070",89,3,4,"cognitive",8,"high_cue","high_stim",26.8753140984286,39.6290053044643
"14071",89,3,4,"cognitive",9,"low_cue","low_stim",37.6528298208836,37.5126118028564
"14072",89,3,4,"cognitive",10,"low_cue","med_stim",18.2891583500028,28.3163549432722
"14073",89,3,4,"cognitive",11,"low_cue","high_stim",13.9247732204094,51.2674814048493
"14074",89,3,4,"cognitive",12,"high_cue","med_stim",54.9702976105488,42.7223910416659
"14075",89,4,2,"cognitive",1,"high_cue","high_stim",48.749064522348,65.0803356301676
"14076",89,4,2,"cognitive",2,"low_cue","high_stim",55.1421168328288,52.8355251064885
"14077",89,4,2,"cognitive",3,"high_cue","high_stim",57.5288077091515,55.9228047198693
"14078",89,4,2,"cognitive",4,"low_cue","med_stim",34.8981235610295,29.5454437848755
"14079",89,4,2,"cognitive",5,"high_cue","low_stim",54.1935822486131,48.9004937423819
