sub-ID,SID,A#,Date,Session #,Staff,Time in Scanner,Audio Check (during scout),"ses-01
T1 
(Structural)",ses-01          T1 Quality Check,ses-01 T1 actions,"ses-01
DWI","ses-04
Fractional 
Run-01","ses-04
Fractional 
Run-02","ses-01,03,04
PVC 
Run-01","ses-01,03,04
PVC 
Run-02","ses-01,03,04
PVC 
Run-03","ses-01,03,04
PVC 
Run-04","ses-01,03,04
PVC 
Run-05","ses-01,03,04
PVC 
Run-06","ses-03
short-video","ses-02
Narratives 
Run-01","ses-02
Narratives 
Run-02","ses-02
Narratives 
Run-03","ses-02
Narratives 
Run-04","ses-02
Faces 
Run-01","ses-02
Faces
Run-02","ses-02
Faces 
Run-03","ses-01,02,03,04
Align Videos 
Run-01","ses-01,02,03,04
Align Videos 
Run-02","ses-01,02,03,04
Align Videos 
Run-03","ses-01,02,03,04
Align Videos 
Run-04",Scan comments?,T-Points for scan time?,# T-Points,BioPac?,EDA location,PPD location,BioPac Comments?,GitPush?,BioPac Saved?,Data on Rolando?,Data sent comments?,Post-scan: Debrief
sub-0069,SID001981,A003999,2021-09-09 00:00:00,ses-02,"BH, LS",15:30:00,complete,,,,,,,,,,,,,,complete,complete,incomplete_use,complete,complete,complete,complete,complete,complete,complete,complete,Narratives: participant had to discontinue run 3 because of issue with glasses. Partial data collected.,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,,,
sub-0069,SID001981,A004012,1995-06-15 00:00:00,ses-03,"HJ*, MK",18:45:00,complete,,,,,,,no_data,complete,complete,complete,complete,no_data,complete,,,,,,,,complete,complete,complete,,"PVC: Due to current thermode issues and all being dysfunctional, we skipped the pain runs PVCCVP. We ran run-02, 03, 04, 05",,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0069,SID001981,A004018,2021-09-16 00:00:00,ses-04,"MA, SI",17:45:00,complete,,,,,complete,complete,no_data,complete,complete,complete,no_data,complete,,,,,,,,,complete,complete,,,"PVC: Due to current thermode issues and all being dysfunctional, we skipped the pain runs PCVCPV. ",No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0070,SID001980,A003978,2021-09-02 00:00:00,ses-01,"LS, TS",10:30:00,complete,complete,,,complete,,,complete,complete,no_data,complete,complete,no_data,,,,,,,,,complete,complete,complete,complete,"The thermode was still not working from first participant today, so no pain data was collected",,,,,,,Yes,,,,
sub-0070,SID001980,A003998,2021-09-08 00:00:00,ses-02,"MA, LS",06:50:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0070,SID001980,A004026,2021-09-20 00:00:00,ses-03,"MA, TS",14:30:00,complete,,,,,,,complete,complete,no_data,no_data,complete,complete,complete,,,,,,,,complete,complete,complete,,"PVC: Due to the newly received thermode breaking again, we skipped the pain runs VCPPCV. ",No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0070,SID001980,A004031,2021-09-22 00:00:00,ses-04,"MA, TS",12:00:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,PVC: Thermode was calbrated and ready to use. First scan that she rated pain. ,No,,Yes,Bottom left foot,Right big toe,One of the leads on the left foot was disconnected when taking P out of the scanner,Yes,On PC only,Yes,,Yes
sub-0071,SID001979,A003977,2021-09-02 00:00:00,ses-01,"LS, TS",08:30:00,complete,complete,,,complete,,,complete,complete_dontuse,complete,complete,no_data,complete,,,,,,,,,complete,complete,complete,complete,PVC: thermode worked fine for a few trials in run 2 but then stopped reaching the correct temperature and ultimately failed a pre-test. We had to stop that run. The thermode then threw an 8007 error during pretest before the next pain run so it wasn't usable,,,,,,,Yes,,,,
sub-0073,SID001993,A004034,2021-09-22 00:00:00,ses-01,"EM, WM",18:50:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0073,SID001993,A004044,2021-09-27 00:00:00,ses-02,"MA, Scan buddy",18:30:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0073,SID001993,A004054,2021-09-29 00:00:00,ses-03,"BH, AB",18:40:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,"PVC: Check runs 2-4. When we went to relocated the thermode, participant said she wasn't sleeping, but she appeared to be.",No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0073,SID001993,A004077,2021-10-06 00:00:00,ses-04,"MA, BH",17:50:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,"Participant noted that she received NO pain stimuli during third session, the second pain run Participant said she recieved NO pain stimuli (made ratings but all low) -- could be an issue with strap",No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0074,SID001994,A004035,2021-09-22 00:00:00,ses-01,"EM, WM",20:50:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0074,SID001994,A004039,2021-09-23 00:00:00,ses-02,"HJ, ScanBuddy",18:45:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,repeat_use,complete,complete,complete,complete,Faces 03: frozen run,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0074,SID001994,A004058,2021-09-30 00:00:00,ses-03,"LS, SI",19:00:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,,,,,Yes,,,,
sub-0074,SID001994,A004079,2021-10-06 00:00:00,ses-04,"BH, WM",20:45:00,complete,,,,,complete,complete,complete,complete,complete,complete,no_data,no_data,,,,,,,,,no_data,no_data,,,"- Encountered reconstruction error at the start of the scan. Had to reboot and skip 2nd half of PVC and all of align videos due to timing contraints. 
- Participant noted that it was hard to read the narratives during the fractional task but she was able to figure out some words based on context",No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0075,SID001985,A004004,2021-09-13 00:00:00,ses-01,"MA, TS",14:20:00,complete,complete,,,complete,,,no_data,complete,complete,complete,no_data,complete,,,,,,,,,complete,complete,complete,complete,"PVC: Due to current thermode issues and all being dysfunctional, we skipped the pain runs PCVCPV. We used the first 4 runs on the sccanner and skipped the last two. ",,,Yes,Bottom left foot,Yes,,Yes,On PC only,Yes,,
sub-0075,SID001985,A004010,2021-09-15 00:00:00,ses-02,"MA, TS",11:50:00,complete,,,,,,,,,,,,,,repeat_use,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,Narratives: P had adjusted the volume during calibration but could't hear the audio properly during the narratives task so we repeated the fisrt run twice before the audio was ok. She was surprised by how loud the scanner was. ,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0075,SID001985,A004029,2021-09-22 00:00:00,ses-03,"MA, TS",09:40:00,complete,,,,,,,complete,no_data,complete,complete,no_data,complete,repeat_use,,,,,,,,complete,complete,complete,,ShortVid: Repeated midway since P squeezed the ball to have the volume increased,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0075,SID001985,A004053,2021-09-29 00:00:00,ses-04,"MA, TS",12:15:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0076,SID000866,A004014,2021-09-16 00:00:00,ses-01,"MA, TS",10:20:00,complete,complete,,,complete,,,complete,no_data,complete,no_data,complete,complete,,,,,,,,,complete,complete,complete,complete,"PVC: Due to current thermode issues and all being dysfunctional, we skipped the pain runs VPCPVC",,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0076,SID000866,A004025,2021-09-20 00:00:00,ses-02,"MA, TS",12:30:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,incomplete_use,complete,complete,complete,complete,Faces 03: The code abruptly quit in the middle (no issues with initiation of the run). No data for the intensity rating of last run.,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0076,SID000866,A004030,2021-09-22 00:00:00,ses-03,"MA, TS",10:30:00,complete,,,,,,,complete,complete,no_data,complete,complete,no_data,complete,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0076,SID000866,A004052,2021-09-29 00:00:00,ses-04,"MA, TS",10:35:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0077,SID001989,A004017,2021-09-16 00:00:00,ses-01,"MA, RV",16:10:00,complete,complete,,,complete,,,complete,complete,no_data,no_data,complete,complete,,,,,,,,,complete,complete,complete,complete,"PVC: Due to current thermode issues and all being dysfunctional, we skipped the pain runs VCPPCV",Yes,2.0,Yes,Bottom left foot,Right big toe,Our scan buddy mistakenly saved all biopac data on social template,Yes,On PC only,Yes,,
sub-0077,SID001989,A004040,2021-09-23 00:00:00,ses-02,"HJ, ScanBuddy",20:55:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0077,SID001989,A004085,2021-10-07 00:00:00,ses-03,"LS, WM",18:50:00,complete,,,,,,,complete,repeat_use,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,Repeated run 2,No,,Yes,Bottom left foot,Right big toe,"I'm sorry, I forgot to make sure Wasita had switched to the correct acknowledge file between short videos and align videos. So the align videos was recorded in the short videos template",Yes,,,,
sub-0077,SID001989,A004157,2021-10-21 00:00:00,ses-04,"LB, HJ",20:15:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0078,SID001998,A004045,2021-09-27 00:00:00,ses-01,"MA, Scan buddy",20:30:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0078,SID001998,A004051,2021-09-29 00:00:00,ses-02,"MA, TS",08:30:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0078,SID001998,A004074,2021-10-06 00:00:00,ses-03,"MA, TS",10:40:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0078,SID001998,A004086,2021-10-07 00:00:00,ses-04,"LS, WM",20:35:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,No,,Yes,Bottom left foot,Right big toe,,Yes,,,,Yes
sub-0079,SID001988,A004015,2021-09-16 00:00:00,ses-01,"MA, TS",12:30:00,complete,complete,,,complete,,,complete,complete,no_data,no_data,complete,complete,,,,,,,,,complete,complete,complete,complete,"PVC: Due to current thermode issues and all being dysfunctional, we skipped the pain runs VCPPCV",Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0079,SID001988,A004037,2021-09-23 00:00:00,ses-02,"EM, TS",12:25:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,repeat_use,complete,complete,complete,complete,complete,Faces 02: Sub's head was uncomfortable so we had to immediately stop and restart run,Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0079,SID001988,A004057,2021-09-30 00:00:00,ses-03,"EM, TS",12:12:00,complete,,,,,,,complete,complete_dontuse,repeat_use,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0079,SID001988,A004113,2021-10-14 00:00:00,ses-04,"BH, TS",12:05:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,"PVC: headphone fell out before run 06, participant reinserted it and was instructed not to move his head in the process
Align video: restarted run 01 because of audio issue",Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0080,SID001995,A004036,2021-09-23 00:00:00,ses-01,"EM, TS",10:25:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0080,SID001995,A004055,2021-09-29 00:00:00,ses-02,"BH, HJ",20:30:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0080,SID001995,A004084,2021-10-07 00:00:00,ses-03,"EM, LS",16:55:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,,,,,Yes,,,,
sub-0080,SID001995,A004335	,2022-01-17 00:00:00,ses-04,"MA, BH",20:30:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,Yes
sub-0081,SID002002,A004056,2021-09-30 00:00:00,ses-01,"EM, TS",08:30:00,complete,complete,Need quality check,Continue & make note,complete,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,complete,"T1: grainy, grey/vs white not well demarcated",,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0081,SID002002,A004110,2021-10-13 00:00:00,ses-02,"LS, MR",19:25:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,Yes,,Yes,,
sub-0081,SID002002,A004116,2021-10-14 00:00:00,ses-03,"EM, MR",19:15:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,no_data,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0081,SID002002,A004221,2021-11-04 00:00:00,ses-04,"BH, TS",14:45:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,"- Participant noted that he was feeling more fidgety than usual. Upon re-examination, I think there may have been some motion banding on his second scout/fmap.",No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0082,SID002008,A004073,2021-10-06 00:00:00,ses-01,"MA, TS",08:50:00,complete,complete,Good,,complete,,,repeat_dontuse,no_data,no_data,no_data,no_data,no_data,,,,,,,,,complete,complete,complete,complete,"PVC: We start PVC task multiple times (P), the cursor kep diappering and the code was freezing midway. After restarting everything (besides getting the lab jack error multiple times) and checking connections, I notived the anchor for cable from stim PC to TP link was broken and connection was loose. Since we're in the middle of align vids, I'm not sure if the problem is resolved but will check before the next participant.",No,,Yes,Bottom left foot,Right big toe,No biopac data for PVC,Yes,On PC only,Yes,,
sub-0082,SID002008,A004107,2021-10-13 00:00:00,ses-02,"MA, TS",12:50:00,complete,,,,,,,,,,,,,,repeat_use,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0082,SID002008,A004149,2021-10-20 00:00:00,ses-03,"MA, LS",17:15:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,PVC: P was not making ratings for cognitive run on first run same vs. different and has only been rating the difficulty level. ,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0083,SID002003,A004059,2021-09-30 00:00:00,ses-01,"LS, WM",20:15:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,"This note is written on Oct 20. During session 3, after the first cognitive run, P let us know that he has not been making ratings for cognitive run same vs. different and has only been rating the difficulty level. ",,,,,,,Yes,,,,
sub-0083,SID002003,A004078,2021-10-06 00:00:00,ses-02,"MA, TS",15:45:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0083,SID002003,A004117,2021-10-14 00:00:00,ses-03,"EM, MR",9:00 p m,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0083,SID002003,A004150,2021-10-20 00:00:00,ses-04,"MA, LS",19:00:00,complete,,,,,complete,complete,complete,incomplete_use,complete,complete,complete,complete,,,,,,,,,complete,complete,,,"The paradigm froze late into the run on one of the screens that shows others' ratings. Not sure how many were missed, but it was under a minute when that happened
CHECK behavioral data (see how many trials were successfully collected @Heejung)",No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0084,SID002009,A004075,2021-10-06 00:00:00,ses-01,"MA, TS",12:20:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0084,SID002009,A004106,2021-10-13 00:00:00,ses-02,"MA, TS",10:45:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0084,SID002009,A004147,2021-10-20 00:00:00,ses-03,"BH, TS",12:15:00,complete,,,,,,,complete,complete,no_data,complete,complete,no_data,complete,,,,,,,,incomplete_use,complete,complete,,"PVC: skipped pain runs (03+06) due to 8007 error. Details: the TSA had passed the safety test and successfully ran with matlab pretest before setting up the participant. When starting the first pain run, I noticed medoc wasn't making the usual trigger sound but the participant was still making ratings (she later confirmed verbally she did not feel pain stimulus). I pulled up medoc and saw that everything was greyed out and there was an error message about failing the pre-test even though the TSA unit itself was still green. I restarted matlab, stopped the run, and detached the thermode from the participant before redoing the safety test, which is when 8007 error first appeared. 
Align videos: participant hit the emergency ball to report that the trackball stopped working properly. She verified that it had been working up until that point. We re-calibrated and went ahead to the next run. Issue was reported a little less than halfway through (circa the car flood video).",No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0084,SID002009,A004153,2021-10-21 00:00:00,ses-04,"EM, TS",12:48:00,complete,,,,,repeat_use,repeat_use,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,-Had to repeat fractionals multiple times due to triggering issues. Solved.,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0085,SID002010,A004080,2021-10-06 00:00:00,ses-01,"BH, MR",09:30:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,repeat_use,complete,complete,no_data,"- Possible abnormality: I'm not sure its a genuine concern, probably just a structural difference, but there's some asymmetry going on --> CLEARED BY TERRY 10/7
- PVC: Recalibrated trackball before second pain run (participant reported that it was lagging)
- Align videos: recalibrated trackball again before first AV run. 
- Align videos: One headphone fell out of the participants ear during the first run.  Participant was able to reinsert without head movement. Restarted once fixed.
- Align Videos: Option to ""repeat"" run 1 was unavailable so we pulled it from the program card and yolked it to the proper fmap
- Align videos: skipped last run due to time contraints",No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0085,SID002010,A004187,2021-10-27 00:00:00,ses-02,"HJ, Max",15:55:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,p mentioned they were VERY sleepy dozing off here and there - regularly checked responses - participant would log in responses for majority of trials,No,,Partial,Bottom left foot,Right big toe,Faces Run 01. biopac closed. No data,Yes,,Yes,,
sub-0086,SID002019,A004112,2021-10-14 00:00:00,ses-01,"BH, TS",08:45:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,"PVC: recalibrated trackball before first PVC run
PVC: noticed participant wasn't locking in responses during run 01 (gave reminder before run 02)",Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0086,SID002019,A004155,2021-10-21 00:00:00,ses-02,"EM, HJ",16:30:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0086,SID002019,A004210,2021-11-02 00:00:00,ses-03,"MA, TS",09:00:00,complete,,,,,,,complete,complete,repeat_use,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,PVC (R03): subject squeezed the ball to scrastch her face!,Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0086,SID002019,A004254,2021-11-11 00:00:00,ses-04,"EM, Clare ",15:50:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,Yes
sub-0087,SID002018,A004111,2021-10-13 00:00:00,ses-01,"LS, MR",21:25:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,incomplete_use,complete,complete,complete,"In run 1 of the videos, participant squeezed the emergency ball most of the way through. So we went on to run 2 since they also expressed some concern about getting out on time. What data we have in run 1 is useable.",,,,,,,Yes,,Yes,,
sub-0087,SID002018,A004156,2021-10-21 00:00:00,ses-02,"JH, HJ",18:30:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0087,SID002018,A004185,2021-10-27 00:00:00,ses-03,"EM, TS",12:15:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0087,SID002008,A004211,2021-11-02 00:00:00,ses-04,"MA, TS",10:45:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,repeat_use,complete,,,Align Vid (01): P squeezed the ball to say the track ball was initially not working properly but now it seems to be working just fine,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0088,SID002016,A004105,2021-10-13 00:00:00,ses-01,"MA, TS",09:00:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0088,SID002016,A004146,2021-10-20 00:00:00,ses-02,"BH, TS",08:40:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0088,SID002016,A004154,2021-10-21 00:00:00,ses-03,"EM, TS",15:00:00,complete,,,,,,,complete,complete,incomplete_use,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,-Computer died in PVC run 03,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0088,SID002016,A004184,2021-10-27 00:00:00,ses-04,"EM, TS",10:30:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0089,SID002020,A004115,2021-10-14 00:00:00,ses-01,"EM, SI",17:00:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,repeat_use,complete,complete,,,,,,,,,complete,complete,complete,complete,-Had to rescout in PVC run 5 because sub had hair tie in that was digging into her head,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0089,SID002020,A004205,2021-11-01 00:00:00,ses-02,"MA, TS",14:15:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0089,SID002020,A004253,2021-11-11 00:00:00,ses-03,"EM, Clare ",13:45:00,complete,,,,,,,complete,complete,complete,complete,repeat_use,complete,complete,,,,,,,,complete,complete,complete,,-sub had to get out during PVC-05,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0089,SID002020,A004324,2022-01-13 00:00:00,ses-04,"MA, Rekha",15:30:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,"Bathroom break: In the middle of PVC run-01. We aborted. repeated scout, fmap, started run-01 on other skin site",No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,
sub-0090,SID002048,A004215,2021-11-02 00:00:00,ses-01,"BH, SI",20:30:00,complete,complete,Good,complete,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,HEA/HEP confirmed for all runs,Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0090,SID002048,A004235,2021-11-07 00:00:00,ses-02,"HJ, Byeol",10:45:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,
sub-0090,SID002048,A004255,2021-11-11 00:00:00,ses-03,"HJ, Byeol",17:40:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,Yes,1.0,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,
sub-0090,SID002048,A004325,2022-01-13 00:00:00,ses-04,"BH, Clare Grall",17:40:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,dont think so - confirm,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,
sub-0091,SID002033,A004209,2021-11-01 00:00:00,ses-01,"EM, Max",20:30:00,complete,repeat_use,Poor image quality,Repeat & make note,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,Max: mentioned missing trial responses from participant,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0091,SID002033,A004228,2021-11-05 00:00:00,ses-02,"HJ, Max",18:00:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,"- FACES 02: ended 1 second after scanner end
- FACES 03: paused at 57%. usual method of ""ctrlc+ SCA"" didn't work. Neither did ""ctrl + alt + del"" - happened before continuing - just leaving notes to indicate how many times a hard reboot was required",No,,Yes,Bottom left foot,Right big toe,"- FACES 02: ended 1 second after scanner end - FACES 03: paused at 57%. usual method of ""ctrlc+ SCA"" didn't work. Neither did ""ctrl + alt + del"" - happened before continuing - just leaving notes to indicate how many times a hard reboot was required - VIDEOS 02: lifted leg - probably crazy movement",Yes,On PC only,Yes,,
sub-0091,SID002033,A004236,2021-11-07 00:00:00,ses-03,"HJ, Byeol",12:40:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,
