singletrial_fname	sub	ses	run	runtype	event	trial	cuetype	stimintensity
sub-0124_ses-01_run-04_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-01	run-04	pain	stimulus	trial-002	low	med
sub-0124_ses-03_run-06_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-03	run-06	pain	stimulus	trial-005	low	high
sub-0124_ses-01_run-01_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-01	run-01	vicarious	stimulus	trial-003	high	med
sub-0124_ses-03_run-04_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz	sub-0124	ses-03	run-04	vicarious	stimulus	trial-005	low	low
sub-0124_ses-04_run-01_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-04	run-01	pain	stimulus	trial-001	low	med
sub-0124_ses-03_run-04_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-03	run-04	vicarious	stimulus	trial-003	high	low
sub-0124_ses-01_run-02_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-01	run-02	pain	stimulus	trial-000	low	med
sub-0124_ses-01_run-06_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-01	run-06	cognitive	stimulus	trial-005	high	high
sub-0124_ses-01_run-04_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz	sub-0124	ses-01	run-04	pain	stimulus	trial-008	low	low
sub-0124_ses-01_run-04_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-01	run-04	pain	stimulus	trial-011	high	med
sub-0124_ses-04_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-04	run-06	vicarious	stimulus	trial-006	high	med
sub-0124_ses-04_run-01_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-04	run-01	pain	stimulus	trial-004	high	med
sub-0124_ses-01_run-06_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-01	run-06	cognitive	stimulus	trial-011	high	med
sub-0124_ses-04_run-02_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-low.nii.gz	sub-0124	ses-04	run-02	cognitive	stimulus	trial-003	low	low
sub-0124_ses-03_run-03_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-03	run-03	pain	stimulus	trial-008	high	high
sub-0124_ses-03_run-02_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-03	run-02	vicarious	stimulus	trial-004	high	med
sub-0124_ses-01_run-02_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	sub-0124	ses-01	run-02	pain	stimulus	trial-001	low	low
sub-0124_ses-04_run-03_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-04	run-03	vicarious	stimulus	trial-002	high	low
sub-0124_ses-04_run-04_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz	sub-0124	ses-04	run-04	cognitive	stimulus	trial-005	low	low
sub-0124_ses-04_run-05_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-04	run-05	pain	stimulus	trial-004	high	low
sub-0124_ses-03_run-03_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-03	run-03	pain	stimulus	trial-004	high	high
sub-0124_ses-03_run-06_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-03	run-06	pain	stimulus	trial-003	high	med
sub-0124_ses-04_run-06_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz	sub-0124	ses-04	run-06	vicarious	stimulus	trial-000	low	low
sub-0124_ses-03_run-05_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-03	run-05	cognitive	stimulus	trial-000	low	med
sub-0124_ses-03_run-06_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-03	run-06	pain	stimulus	trial-004	high	high
sub-0124_ses-01_run-02_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-01	run-02	pain	stimulus	trial-010	high	med
sub-0124_ses-01_run-04_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-01	run-04	pain	stimulus	trial-006	high	low
sub-0124_ses-04_run-03_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-04	run-03	vicarious	stimulus	trial-006	low	high
sub-0124_ses-03_run-04_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-03	run-04	vicarious	stimulus	trial-011	low	high
sub-0124_ses-03_run-02_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-03	run-02	vicarious	stimulus	trial-011	low	high
sub-0124_ses-03_run-01_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-03	run-01	cognitive	stimulus	trial-003	high	med
sub-0124_ses-03_run-04_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-03	run-04	vicarious	stimulus	trial-004	high	med
sub-0124_ses-01_run-06_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-01	run-06	cognitive	stimulus	trial-003	low	high
sub-0124_ses-03_run-01_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-03	run-01	cognitive	stimulus	trial-009	low	med
sub-0124_ses-03_run-04_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-03	run-04	vicarious	stimulus	trial-002	low	high
sub-0124_ses-04_run-05_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-04	run-05	pain	stimulus	trial-010	high	high
sub-0124_ses-03_run-03_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-03	run-03	pain	stimulus	trial-003	low	med
sub-0124_ses-01_run-03_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-01	run-03	cognitive	stimulus	trial-007	high	high
sub-0124_ses-03_run-02_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-03	run-02	vicarious	stimulus	trial-010	high	low
sub-0124_ses-04_run-05_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-04	run-05	pain	stimulus	trial-008	low	med
sub-0124_ses-03_run-03_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-03	run-03	pain	stimulus	trial-006	low	high
sub-0124_ses-04_run-06_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-04	run-06	vicarious	stimulus	trial-001	low	med
sub-0124_ses-01_run-01_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-01	run-01	vicarious	stimulus	trial-005	low	high
sub-0124_ses-03_run-03_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-03	run-03	pain	stimulus	trial-000	high	low
sub-0124_ses-03_run-05_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-03	run-05	cognitive	stimulus	trial-004	high	med
sub-0124_ses-04_run-03_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-04	run-03	vicarious	stimulus	trial-009	low	high
sub-0124_ses-04_run-04_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-04	run-04	cognitive	stimulus	trial-002	high	low
sub-0124_ses-03_run-03_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-03	run-03	pain	stimulus	trial-010	high	med
sub-0124_ses-03_run-03_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz	sub-0124	ses-03	run-03	pain	stimulus	trial-005	low	low
sub-0124_ses-04_run-01_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-04	run-01	pain	stimulus	trial-003	low	high
sub-0124_ses-01_run-01_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-01	run-01	vicarious	stimulus	trial-002	high	low
sub-0124_ses-04_run-01_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-04	run-01	pain	stimulus	trial-011	low	med
sub-0124_ses-01_run-05_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-01	run-05	vicarious	stimulus	trial-001	low	high
sub-0124_ses-04_run-05_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-low.nii.gz	sub-0124	ses-04	run-05	pain	stimulus	trial-003	low	low
sub-0124_ses-01_run-04_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-01	run-04	pain	stimulus	trial-009	low	med
sub-0124_ses-04_run-05_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz	sub-0124	ses-04	run-05	pain	stimulus	trial-002	low	low
sub-0124_ses-04_run-02_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-04	run-02	cognitive	stimulus	trial-006	high	low
sub-0124_ses-04_run-05_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-04	run-05	pain	stimulus	trial-011	high	high
sub-0124_ses-01_run-02_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-01	run-02	pain	stimulus	trial-009	low	med
sub-0124_ses-04_run-03_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-04	run-03	vicarious	stimulus	trial-004	high	high
sub-0124_ses-04_run-04_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-04	run-04	cognitive	stimulus	trial-006	low	high
sub-0124_ses-04_run-04_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-04	run-04	cognitive	stimulus	trial-011	high	med
sub-0124_ses-03_run-04_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-03	run-04	vicarious	stimulus	trial-008	high	high
sub-0124_ses-01_run-04_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-01	run-04	pain	stimulus	trial-003	low	high
sub-0124_ses-01_run-06_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-01	run-06	cognitive	stimulus	trial-000	high	low
sub-0124_ses-04_run-02_runtype-cognitive_event-stimulus_trial-001_cuetype-high_stimintensity-med.nii.gz	sub-0124	ses-04	run-02	cognitive	stimulus	trial-001	high	med
sub-0124_ses-04_run-02_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-04	run-02	cognitive	stimulus	trial-000	low	high
sub-0124_ses-01_run-04_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-01	run-04	pain	stimulus	trial-000	high	low
sub-0124_ses-01_run-06_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-01	run-06	cognitive	stimulus	trial-009	low	med
sub-0124_ses-01_run-03_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-01	run-03	cognitive	stimulus	trial-008	high	high
sub-0124_ses-04_run-02_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-04	run-02	cognitive	stimulus	trial-011	high	high
sub-0124_ses-01_run-05_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-01	run-05	vicarious	stimulus	trial-008	high	low
sub-0124_ses-01_run-02_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-01	run-02	pain	stimulus	trial-008	high	high
sub-0124_ses-04_run-04_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-04	run-04	cognitive	stimulus	trial-000	high	low
sub-0124_ses-01_run-06_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-01	run-06	cognitive	stimulus	trial-007	high	high
sub-0124_ses-01_run-03_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-01	run-03	cognitive	stimulus	trial-005	low	high
sub-0124_ses-04_run-03_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz	sub-0124	ses-04	run-03	vicarious	stimulus	trial-005	low	low
sub-0124_ses-01_run-03_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz	sub-0124	ses-01	run-03	cognitive	stimulus	trial-006	low	low
sub-0124_ses-04_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-04	run-06	vicarious	stimulus	trial-010	low	med
sub-0124_ses-01_run-03_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-01	run-03	cognitive	stimulus	trial-011	low	med
sub-0124_ses-01_run-06_runtype-cognitive_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-01	run-06	cognitive	stimulus	trial-010	low	high
sub-0124_ses-03_run-05_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	sub-0124	ses-03	run-05	cognitive	stimulus	trial-001	low	low
sub-0124_ses-01_run-04_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz	sub-0124	ses-01	run-04	pain	stimulus	trial-010	low	high
sub-0124_ses-03_run-06_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz	sub-0124	ses-03	run-06	pain	stimulus	trial-008	high	low
sub-0124_ses-04_run-01_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	sub-0124	ses-04	run-01	pain	stimulus	trial-007	high	high
sub-0124_ses-03_run-04_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz	sub-0124	ses-03	run-04	vicarious	stimulus	trial-006	low	med
sub-0126_ses-01_run-01_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-01	run-01	vicarious	stimulus	trial-003	high	low
sub-0126_ses-03_run-02_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-03	run-02	pain	stimulus	trial-007	high	low
sub-0126_ses-03_run-06_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	sub-0126	ses-03	run-06	cognitive	stimulus	trial-005	low	high
sub-0126_ses-01_run-03_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-01	run-03	cognitive	stimulus	trial-011	low	med
sub-0126_ses-03_run-03_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-03	run-03	vicarious	stimulus	trial-006	low	med
sub-0126_ses-03_run-05_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz	sub-0126	ses-03	run-05	pain	stimulus	trial-004	high	high
sub-0126_ses-03_run-04_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-03	run-04	vicarious	stimulus	trial-006	low	med
sub-0126_ses-01_run-05_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-01	run-05	vicarious	stimulus	trial-009	low	med
sub-0126_ses-03_run-05_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	sub-0126	ses-03	run-05	pain	stimulus	trial-005	low	high
sub-0126_ses-01_run-02_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	sub-0126	ses-01	run-02	pain	stimulus	trial-007	low	high
sub-0126_ses-03_run-03_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-03	run-03	vicarious	stimulus	trial-005	high	low
sub-0126_ses-03_run-01_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	sub-0126	ses-03	run-01	cognitive	stimulus	trial-005	high	high
sub-0126_ses-01_run-01_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-01	run-01	vicarious	stimulus	trial-004	high	med
sub-0126_ses-03_run-01_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-03	run-01	cognitive	stimulus	trial-000	low	med
sub-0126_ses-01_run-04_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-01	run-04	pain	stimulus	trial-009	high	low
sub-0126_ses-03_run-02_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz	sub-0126	ses-03	run-02	pain	stimulus	trial-000	low	low
sub-0126_ses-01_run-06_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-01	run-06	cognitive	stimulus	trial-004	high	med
sub-0126_ses-01_run-01_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz	sub-0126	ses-01	run-01	vicarious	stimulus	trial-002	low	high
sub-0126_ses-03_run-01_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-03	run-01	cognitive	stimulus	trial-006	high	low
sub-0126_ses-03_run-06_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-03	run-06	cognitive	stimulus	trial-003	high	med
sub-0126_ses-01_run-05_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-01	run-05	vicarious	stimulus	trial-006	high	low
sub-0126_ses-03_run-06_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-03	run-06	cognitive	stimulus	trial-000	low	med
sub-0126_ses-01_run-05_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-01	run-05	vicarious	stimulus	trial-004	high	med
sub-0126_ses-03_run-06_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz	sub-0126	ses-03	run-06	cognitive	stimulus	trial-006	low	low
sub-0126_ses-03_run-02_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz	sub-0126	ses-03	run-02	pain	stimulus	trial-002	low	low
sub-0126_ses-01_run-04_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-01	run-04	pain	stimulus	trial-001	high	low
sub-0126_ses-03_run-04_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-high.nii.gz	sub-0126	ses-03	run-04	vicarious	stimulus	trial-009	high	high
sub-0126_ses-01_run-02_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-01	run-02	pain	stimulus	trial-000	low	med
sub-0126_ses-03_run-05_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-03	run-05	pain	stimulus	trial-007	high	med
sub-0126_ses-01_run-03_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-01	run-03	cognitive	stimulus	trial-001	low	med
sub-0126_ses-03_run-04_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz	sub-0126	ses-03	run-04	vicarious	stimulus	trial-003	high	high
sub-0126_ses-01_run-06_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	sub-0126	ses-01	run-06	cognitive	stimulus	trial-003	low	high
sub-0126_ses-03_run-02_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	sub-0126	ses-03	run-02	pain	stimulus	trial-005	high	high
sub-0126_ses-03_run-05_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-03	run-05	pain	stimulus	trial-002	high	med
sub-0126_ses-01_run-05_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	sub-0126	ses-01	run-05	vicarious	stimulus	trial-007	low	high
sub-0126_ses-01_run-01_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-01	run-01	vicarious	stimulus	trial-010	high	med
sub-0126_ses-01_run-03_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-01	run-03	cognitive	stimulus	trial-004	high	med
sub-0126_ses-01_run-02_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	sub-0126	ses-01	run-02	pain	stimulus	trial-001	low	low
sub-0126_ses-01_run-02_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	sub-0126	ses-01	run-02	pain	stimulus	trial-005	high	high
sub-0126_ses-03_run-06_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	sub-0126	ses-03	run-06	cognitive	stimulus	trial-007	high	high
sub-0126_ses-03_run-06_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-03	run-06	cognitive	stimulus	trial-002	high	low
sub-0126_ses-03_run-01_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	sub-0126	ses-03	run-01	cognitive	stimulus	trial-001	low	low
sub-0126_ses-01_run-04_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz	sub-0126	ses-01	run-04	pain	stimulus	trial-002	low	high
sub-0126_ses-03_run-02_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-03	run-02	pain	stimulus	trial-004	high	med
sub-0126_ses-01_run-06_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-01	run-06	cognitive	stimulus	trial-006	high	low
sub-0126_ses-01_run-03_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	sub-0126	ses-01	run-03	cognitive	stimulus	trial-007	high	high
sub-0126_ses-01_run-01_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-01	run-01	vicarious	stimulus	trial-006	high	low
sub-0126_ses-01_run-03_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-01	run-03	cognitive	stimulus	trial-009	high	low
sub-0126_ses-01_run-06_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	sub-0126	ses-01	run-06	cognitive	stimulus	trial-005	high	high
sub-0126_ses-01_run-03_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-01	run-03	cognitive	stimulus	trial-010	high	low
sub-0126_ses-01_run-04_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-01	run-04	pain	stimulus	trial-003	high	med
sub-0126_ses-01_run-04_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-01	run-04	pain	stimulus	trial-000	low	med
sub-0126_ses-03_run-06_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-03	run-06	cognitive	stimulus	trial-011	high	med
sub-0126_ses-01_run-05_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-01	run-05	vicarious	stimulus	trial-000	low	med
sub-0126_ses-01_run-02_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-01	run-02	pain	stimulus	trial-004	high	med
sub-0126_ses-01_run-06_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	sub-0126	ses-01	run-06	cognitive	stimulus	trial-007	high	high
sub-0126_ses-01_run-01_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-01	run-01	vicarious	stimulus	trial-009	low	med
sub-0126_ses-01_run-04_runtype-pain_event-stimulus_trial-004_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-01	run-04	pain	stimulus	trial-004	low	med
sub-0126_ses-03_run-03_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-03	run-03	vicarious	stimulus	trial-010	high	med
sub-0126_ses-03_run-02_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-03	run-02	pain	stimulus	trial-008	high	low
sub-0126_ses-01_run-06_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-01	run-06	cognitive	stimulus	trial-002	low	med
sub-0126_ses-01_run-04_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	sub-0126	ses-01	run-04	pain	stimulus	trial-010	high	med
sub-0126_ses-03_run-01_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	sub-0126	ses-03	run-01	cognitive	stimulus	trial-007	low	high
sub-0126_ses-03_run-01_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	sub-0126	ses-03	run-01	cognitive	stimulus	trial-009	low	med
sub-0126_ses-01_run-05_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	sub-0126	ses-01	run-05	vicarious	stimulus	trial-005	high	high
sub-0126_ses-03_run-04_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	sub-0126	ses-03	run-04	vicarious	stimulus	trial-005	low	high
sub-0126_ses-03_run-06_runtype-cognitive_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz	sub-0126	ses-03	run-06	cognitive	stimulus	trial-010	low	low
sub-0126_ses-01_run-06_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	sub-0126	ses-01	run-06	cognitive	stimulus	trial-000	high	low
sub-0126_ses-01_run-04_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz	sub-0126	ses-01	run-04	pain	stimulus	trial-008	low	low
sub-0126_ses-03_run-01_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz	sub-0126	ses-03	run-01	cognitive	stimulus	trial-002	low	high
