sub	ses	run	runtype	trial_index	cue	stimulusintensity	singletrial_fname	expectrating	expectlabel	outcomerating	outcomelabel	expectrating_impute	expectlabel_impute	outcomerating_impute	outcomelabel_impute	expectrating_RT	expectrating_RTimpute	outcomerating_RT	outcomerating_RTimpute	pain_stimulus_delivery_success
sub-0095	ses-01	run-03	vicarious	2	high_cue	low_stim	sub-0095_ses-01_run-03_runtype-vicarious_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz	41.42	Strong	16.98	Moderate	41.42	Strong	16.98	Moderate	2.55	1.88	2.51	2.01	n/a
sub-0095	ses-01	run-03	vicarious	3	low_cue	high_stim	sub-0095_ses-01_run-03_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz	49.22	Strong	52.67	Strong	49.22	Strong	52.67	Strong	2.22	1.74	2.53	2.03	n/a
sub-0095	ses-01	run-03	vicarious	4	high_cue	med_stim	sub-0095_ses-01_run-03_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz	80.19	Very Strong	33.88	Strong	80.19	Very Strong	33.88	Strong	2.19	1.54	3.29	2.72	n/a
sub-0095	ses-01	run-03	vicarious	5	low_cue	med_stim	sub-0095_ses-01_run-03_runtype-vicarious_event-stimulus_trial-004_cuetype-low_stimintensity-med.nii.gz	38.3	Strong	19.89	Moderate	38.3	Strong	19.89	Moderate	2.72	2.23	2.44	1.89	n/a
sub-0095	ses-01	run-03	vicarious	6	low_cue	high_stim	sub-0095_ses-01_run-03_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	9.99	Weak	30.92	Strong	9.99	Weak	30.92	Strong	2.38	1.87	2.9	2.47	n/a
sub-0095	ses-01	run-03	vicarious	7	high_cue	high_stim	sub-0095_ses-01_run-03_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-high.nii.gz	60.97	Strong	65.59	Very Strong	60.97	Strong	65.59	Very Strong	2.47	1.54	2.88	2.37	n/a
sub-0095	ses-01	run-03	vicarious	8	low_cue	low_stim	sub-0095_ses-01_run-03_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz	30.76	Strong	9.69	Weak	30.76	Strong	9.69	Weak	3.26	2.74	3.47	2.85	n/a
sub-0095	ses-01	run-03	vicarious	9	low_cue	low_stim	sub-0095_ses-01_run-03_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz	8.55	Weak	5.3	Weak	8.55	Weak	5.3	Weak	1.95	1.08	2.44	1.94	n/a
sub-0095	ses-01	run-03	vicarious	10	high_cue	low_stim	sub-0095_ses-01_run-03_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz	51.34	Strong	11.31	Moderate	51.34	Strong	11.31	Moderate	2.55	2.1	2.11	1.52	n/a
sub-0095	ses-01	run-03	vicarious	11	high_cue	med_stim	sub-0095_ses-01_run-03_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	50.97	Strong	47.11	Strong	50.97	Strong	47.11	Strong	2.85	1.65	2.55	2.03	n/a
sub-0095	ses-01	run-03	vicarious	12	high_cue	high_stim	sub-0095_ses-01_run-03_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz	36.32	Strong	18.0	Moderate	36.32	Strong	18.0	Moderate	2.57	1.52	3.84	3.04	n/a
sub-0095	ses-01	run-04	cognitive	1	low_cue	low_stim	sub-0095_ses-01_run-04_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz	30.88	Strong	21.67	Moderate	30.88	Strong	21.67	Moderate	2.17	1.71	2.37	1.85	n/a
sub-0095	ses-01	run-04	cognitive	2	low_cue	med_stim	sub-0095_ses-01_run-04_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz	14.2	Moderate	27.6	Moderate	14.2	Moderate	27.6	Moderate	1.93	1.55	2.46	1.44	n/a
sub-0095	ses-01	run-04	cognitive	3	high_cue	med_stim	sub-0095_ses-01_run-04_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz	43.86	Strong	28.72	Moderate	43.86	Strong	28.72	Moderate	2.13	1.63	3.12	2.07	n/a
sub-0095	ses-01	run-04	cognitive	4	low_cue	high_stim	sub-0095_ses-01_run-04_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	n/a	n/a	19.39	Moderate	12.03	Moderate	19.39	Moderate	n/a	3.47	2.93	1.87	n/a
sub-0095	ses-01	run-04	cognitive	5	high_cue	med_stim	sub-0095_ses-01_run-04_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	41.08	Strong	13.7	Moderate	41.08	Strong	13.7	Moderate	3.59	2.62	2.9	1.78	n/a
sub-0095	ses-01	run-04	cognitive	6	low_cue	high_stim	sub-0095_ses-01_run-04_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	27.69	Moderate	27.71	Moderate	27.69	Moderate	27.71	Moderate	2.62	2.15	2.57	1.64	n/a
sub-0095	ses-01	run-04	cognitive	7	low_cue	low_stim	sub-0095_ses-01_run-04_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz	13.7	Moderate	7.47	Weak	13.7	Moderate	7.47	Weak	3.29	2.62	3.57	2.55	n/a
sub-0095	ses-01	run-04	cognitive	8	high_cue	high_stim	sub-0095_ses-01_run-04_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	32.42	Strong	23.99	Moderate	32.42	Strong	23.99	Moderate	2.51	1.74	3.33	1.32	n/a
sub-0095	ses-01	run-04	cognitive	9	high_cue	high_stim	sub-0095_ses-01_run-04_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	26.46	Moderate	19.45	Moderate	26.46	Moderate	19.45	Moderate	2.32	1.75	2.82	1.82	n/a
sub-0095	ses-01	run-04	cognitive	10	high_cue	low_stim	sub-0095_ses-01_run-04_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz	47.6	Strong	n/a	n/a	47.6	Strong	28.72	Moderate	2.83	2.13	n/a	1.65	n/a
sub-0095	ses-01	run-04	cognitive	11	high_cue	low_stim	sub-0095_ses-01_run-04_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz	14.93	Moderate	13.92	Moderate	14.93	Moderate	13.92	Moderate	2.55	2.12	2.13	1.63	n/a
sub-0095	ses-01	run-04	cognitive	12	low_cue	med_stim	sub-0095_ses-01_run-04_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz	9.04	Weak	21.42	Moderate	9.04	Weak	21.42	Moderate	2.56	2.21	3.42	2.3	n/a
sub-0095	ses-01	run-05	pain	1	high_cue	med_stim	sub-0095_ses-01_run-05_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz	65.5	Very Strong	65.39	Very Strong	65.5	Very Strong	65.39	Very Strong	1.6	1.18	2.93	2.45	success
sub-0095	ses-01	run-05	pain	2	low_cue	med_stim	sub-0095_ses-01_run-05_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz	56.5	Strong	61.67	Strong	56.5	Strong	61.67	Strong	2.57	1.93	2.49	2.02	success
sub-0095	ses-01	run-05	pain	3	high_cue	low_stim	sub-0095_ses-01_run-05_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz	80.31	Very Strong	39.81	Strong	80.31	Very Strong	39.81	Strong	2.32	1.88	1.83	1.48	success
sub-0095	ses-01	run-05	pain	4	low_cue	med_stim	sub-0095_ses-01_run-05_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz	52.71	Strong	64.36	Very Strong	52.71	Strong	64.36	Very Strong	2.32	1.9	2.13	1.58	success
sub-0095	ses-01	run-05	pain	5	high_cue	high_stim	sub-0095_ses-01_run-05_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz	76.58	Very Strong	80.73	Very Strong	76.58	Very Strong	80.73	Very Strong	2.02	1.59	1.78	1.4	success
sub-0095	ses-01	run-05	pain	6	low_cue	low_stim	sub-0095_ses-01_run-05_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz	36.87	Strong	31.52	Strong	36.87	Strong	31.52	Strong	1.94	1.54	2.9	2.05	success
sub-0095	ses-01	run-05	pain	7	low_cue	high_stim	sub-0095_ses-01_run-05_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz	43.2	Strong	45.49	Strong	43.2	Strong	45.49	Strong	2.53	1.16	2.34	1.25	success
sub-0095	ses-01	run-05	pain	8	high_cue	med_stim	sub-0095_ses-01_run-05_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz	74.12	Very Strong	67.02	Very Strong	74.12	Very Strong	67.02	Very Strong	2.17	1.37	2.57	1.77	success
sub-0095	ses-01	run-05	pain	9	high_cue	low_stim	sub-0095_ses-01_run-05_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz	66.11	Very Strong	50.05	Strong	66.11	Very Strong	50.05	Strong	2.07	1.04	1.72	1.1	success
sub-0095	ses-01	run-05	pain	10	low_cue	high_stim	sub-0095_ses-01_run-05_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz	33.24	Strong	65.08	Very Strong	33.24	Strong	65.08	Very Strong	2.36	1.67	3.22	2.73	success
sub-0095	ses-01	run-05	pain	11	high_cue	high_stim	sub-0095_ses-01_run-05_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz	52.67	Strong	51.2	Strong	52.67	Strong	51.2	Strong	2.32	1.4	2.92	2.36	success
sub-0095	ses-01	run-05	pain	12	low_cue	low_stim	sub-0095_ses-01_run-05_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz	60.77	Strong	29.86	Strong	60.77	Strong	29.86	Strong	2.15	1.55	2.03	1.23	success
sub-0095	ses-01	run-06	vicarious	1	high_cue	med_stim	sub-0095_ses-01_run-06_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz	43.68	Strong	15.56	Moderate	43.68	Strong	15.56	Moderate	1.8	0.95	2.77	2.28	n/a
sub-0095	ses-01	run-06	vicarious	2	low_cue	med_stim	sub-0095_ses-01_run-06_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz	29.74	Strong	29.17	Strong	29.74	Strong	29.17	Strong	2.17	1.59	2.28	1.48	n/a
sub-0095	ses-01	run-06	vicarious	3	high_cue	low_stim	sub-0095_ses-01_run-06_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz	52.88	Strong	8.78	Weak	52.88	Strong	8.78	Weak	2.07	1.6	2.5	2.12	n/a
sub-0095	ses-01	run-06	vicarious	4	low_cue	med_stim	sub-0095_ses-01_run-06_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz	51.66	Strong	2.07	Barely detectable	51.66	Strong	2.07	Barely detectable	2.55	1.87	2.32	1.82	n/a
sub-0095	ses-01	run-06	vicarious	5	high_cue	high_stim	sub-0095_ses-01_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz	35.99	Strong	49.4	Strong	35.99	Strong	49.4	Strong	2.02	1.63	2.42	1.91	n/a
sub-0095	ses-01	run-06	vicarious	6	low_cue	low_stim	sub-0095_ses-01_run-06_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz	28.11	Moderate	6.67	Weak	28.11	Moderate	6.67	Weak	3.57	2.75	2.52	2.09	n/a
sub-0095	ses-01	run-06	vicarious	7	low_cue	high_stim	sub-0095_ses-01_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz	25.13	Moderate	54.97	Strong	25.13	Moderate	54.97	Strong	2.14	1.14	2.13	1.65	n/a
sub-0095	ses-01	run-06	vicarious	8	high_cue	med_stim	sub-0095_ses-01_run-06_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz	45.16	Strong	19.45	Moderate	45.16	Strong	19.45	Moderate	3.18	1.76	3.17	2.67	n/a
sub-0095	ses-01	run-06	vicarious	9	high_cue	low_stim	sub-0095_ses-01_run-06_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz	38.16	Strong	10.41	Moderate	38.16	Strong	10.41	Moderate	2.67	1.28	2.67	2.22	n/a
sub-0095	ses-01	run-06	vicarious	10	low_cue	high_stim	sub-0095_ses-01_run-06_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz	29.03	Strong	42.88	Strong	29.03	Strong	42.88	Strong	2.32	1.9	2.88	2.35	n/a
sub-0095	ses-01	run-06	vicarious	11	high_cue	high_stim	sub-0095_ses-01_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz	44.51	Strong	65.59	Very Strong	44.51	Strong	65.59	Very Strong	2.19	1.24	2.48	2.02	n/a
sub-0095	ses-01	run-06	vicarious	12	low_cue	low_stim	sub-0095_ses-01_run-06_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz	29.89	Strong	32.22	Strong	29.89	Strong	32.22	Strong	2.68	2.08	2.29	1.64	n/a
sub-0095	ses-03	run-01	cognitive	1	low_cue	med_stim	sub-0095_ses-03_run-01_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	22.44	Moderate	28.21	Moderate	22.44	Moderate	28.21	Moderate	2.62	2.19	3.14	2.24	n/a
sub-0095	ses-03	run-01	cognitive	2	low_cue	low_stim	sub-0095_ses-03_run-01_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	7.64	Weak	10.63	Moderate	7.64	Weak	10.63	Moderate	2.1	1.68	2.82	2.49	n/a
sub-0095	ses-03	run-01	cognitive	3	low_cue	high_stim	sub-0095_ses-03_run-01_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz	30.49	Strong	24.89	Moderate	30.49	Strong	24.89	Moderate	2.2	1.77	3.8	2.82	n/a
sub-0095	ses-03	run-01	cognitive	4	high_cue	low_stim	sub-0095_ses-03_run-01_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz	39.81	Strong	6.9	Weak	39.81	Strong	6.9	Weak	2.26	1.54	3.35	2.4	n/a
sub-0095	ses-03	run-01	cognitive	5	high_cue	med_stim	sub-0095_ses-03_run-01_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	32.72	Strong	20.04	Moderate	32.72	Strong	20.04	Moderate	1.71	1.54	2.78	2.07	n/a
sub-0095	ses-03	run-01	cognitive	6	high_cue	high_stim	sub-0095_ses-03_run-01_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	40.47	Strong	22.74	Moderate	40.47	Strong	22.74	Moderate	1.52	1.22	2.81	1.77	n/a
sub-0095	ses-03	run-01	cognitive	7	high_cue	low_stim	sub-0095_ses-03_run-01_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	39.92	Strong	21.32	Moderate	39.92	Strong	21.32	Moderate	2.49	1.49	3.32	2.44	n/a
sub-0095	ses-03	run-01	cognitive	8	low_cue	high_stim	sub-0095_ses-03_run-01_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	27.39	Moderate	17.71	Moderate	27.39	Moderate	17.71	Moderate	2.99	2.59	3.57	2.85	n/a
sub-0095	ses-03	run-01	cognitive	9	high_cue	high_stim	sub-0095_ses-03_run-01_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	28.87	Moderate	13.92	Moderate	28.87	Moderate	13.92	Moderate	2.27	1.73	2.9	1.75	n/a
sub-0095	ses-03	run-01	cognitive	10	low_cue	med_stim	sub-0095_ses-03_run-01_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	16.55	Moderate	n/a	n/a	16.55	Moderate	11.45	Moderate	3.52	3.05	n/a	3.33	n/a
sub-0095	ses-03	run-01	cognitive	11	high_cue	med_stim	sub-0095_ses-03_run-01_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	25.64	Moderate	5.53	Weak	25.64	Moderate	5.53	Weak	2.09	1.62	2.88	2.09	n/a
sub-0095	ses-03	run-01	cognitive	12	low_cue	low_stim	sub-0095_ses-03_run-01_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz	16.04	Moderate	16.55	Moderate	16.04	Moderate	16.55	Moderate	2.54	1.9	2.82	2.3	n/a
sub-0095	ses-03	run-02	pain	1	high_cue	med_stim	sub-0095_ses-03_run-02_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz	40.13	Strong	47.93	Strong	40.13	Strong	47.93	Strong	2.22	1.47	2.55	1.87	success
sub-0095	ses-03	run-02	pain	2	high_cue	high_stim	sub-0095_ses-03_run-02_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-high.nii.gz	61.28	Strong	77.14	Very Strong	61.28	Strong	77.14	Very Strong	1.74	1.17	1.93	1.25	success
sub-0095	ses-03	run-02	pain	3	low_cue	high_stim	sub-0095_ses-03_run-02_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz	42.35	Strong	28.21	Moderate	42.35	Strong	28.21	Moderate	1.88	1.49	2.5	1.72	success
sub-0095	ses-03	run-02	pain	4	high_cue	low_stim	sub-0095_ses-03_run-02_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz	42.72	Strong	18.21	Moderate	42.72	Strong	18.21	Moderate	2.13	1.68	2.22	1.41	success
sub-0095	ses-03	run-02	pain	5	high_cue	med_stim	sub-0095_ses-03_run-02_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	37.65	Strong	31.64	Strong	37.65	Strong	31.64	Strong	1.84	1.42	2.07	1.65	success
sub-0095	ses-03	run-02	pain	6	low_cue	low_stim	sub-0095_ses-03_run-02_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz	44.35	Strong	25.53	Moderate	44.35	Strong	25.53	Moderate	2.01	1.64	2.38	1.67	success
sub-0095	ses-03	run-02	pain	7	low_cue	med_stim	sub-0095_ses-03_run-02_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz	30.69	Strong	35.22	Strong	30.69	Strong	35.22	Strong	1.85	1.45	3.58	3.05	success
sub-0095	ses-03	run-02	pain	8	low_cue	med_stim	sub-0095_ses-03_run-02_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-med.nii.gz	23.38	Moderate	48.92	Strong	23.38	Moderate	48.92	Strong	2.18	1.55	2.96	2.31	success
sub-0095	ses-03	run-02	pain	9	high_cue	high_stim	sub-0095_ses-03_run-02_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	42.57	Strong	53.64	Strong	42.57	Strong	53.64	Strong	1.99	1.17	2.24	1.84	success
sub-0095	ses-03	run-02	pain	10	low_cue	low_stim	sub-0095_ses-03_run-02_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz	24.61	Moderate	15.09	Moderate	24.61	Moderate	15.09	Moderate	2.74	2.24	2.12	1.6	success
sub-0095	ses-03	run-02	pain	11	high_cue	low_stim	sub-0095_ses-03_run-02_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz	26.36	Moderate	33.24	Strong	26.36	Moderate	33.24	Strong	3.22	2.36	2.48	2.0	success
sub-0095	ses-03	run-02	pain	12	low_cue	high_stim	sub-0095_ses-03_run-02_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz	16.32	Moderate	48.1	Strong	16.32	Moderate	48.1	Strong	2.23	1.38	2.85	2.33	success
sub-0095	ses-03	run-03	vicarious	1	high_cue	low_stim	sub-0095_ses-03_run-03_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	17.71	Moderate	19.16	Moderate	17.71	Moderate	19.16	Moderate	3.05	2.29	3.27	2.7	n/a
sub-0095	ses-03	run-03	vicarious	2	low_cue	low_stim	sub-0095_ses-03_run-03_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	3.22	Weak	4.36	Weak	3.22	Weak	4.36	Weak	3.91	2.97	2.87	2.42	n/a
sub-0095	ses-03	run-03	vicarious	3	low_cue	med_stim	sub-0095_ses-03_run-03_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz	26.57	Moderate	n/a	n/a	26.57	Moderate	10.45	Moderate	2.12	1.72	n/a	3.23	n/a
sub-0095	ses-03	run-03	vicarious	4	low_cue	high_stim	sub-0095_ses-03_run-03_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	10.18	Moderate	73.96	Very Strong	10.18	Moderate	73.96	Very Strong	2.35	2.02	2.78	2.42	n/a
sub-0095	ses-03	run-03	vicarious	5	high_cue	med_stim	sub-0095_ses-03_run-03_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	32.74	Strong	11.85	Moderate	32.74	Strong	11.85	Moderate	2.17	1.95	3.32	2.9	n/a
sub-0095	ses-03	run-03	vicarious	6	high_cue	high_stim	sub-0095_ses-03_run-03_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	29.69	Strong	91.61	Very Strong	29.69	Strong	91.61	Very Strong	1.82	1.33	2.97	2.72	n/a
sub-0095	ses-03	run-03	vicarious	7	high_cue	low_stim	sub-0095_ses-03_run-03_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	27.18	Moderate	6.72	Weak	27.18	Moderate	6.72	Weak	3.64	2.82	2.93	2.37	n/a
sub-0095	ses-03	run-03	vicarious	8	high_cue	high_stim	sub-0095_ses-03_run-03_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	23.05	Moderate	96.98	Very Strong	23.05	Moderate	96.98	Very Strong	2.52	2.09	2.3	1.82	n/a
sub-0095	ses-03	run-03	vicarious	9	low_cue	low_stim	sub-0095_ses-03_run-03_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz	44.67	Strong	4.82	Weak	44.67	Strong	4.82	Weak	2.0	1.6	3.09	2.57	n/a
sub-0095	ses-03	run-03	vicarious	10	low_cue	med_stim	sub-0095_ses-03_run-03_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	22.87	Moderate	6.9	Weak	22.87	Moderate	6.9	Weak	2.17	1.65	2.77	2.67	n/a
sub-0095	ses-03	run-03	vicarious	11	low_cue	high_stim	sub-0095_ses-03_run-03_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz	23.89	Moderate	3.0	Barely detectable	23.89	Moderate	3.0	Barely detectable	2.92	2.75	2.47	2.03	n/a
sub-0095	ses-03	run-03	vicarious	12	high_cue	med_stim	sub-0095_ses-03_run-03_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	30.57	Strong	9.27	Weak	30.57	Strong	9.27	Weak	2.45	2.02	2.62	1.97	n/a
sub-0095	ses-03	run-04	vicarious	1	high_cue	low_stim	sub-0095_ses-03_run-04_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	26.46	Moderate	8.52	Weak	26.46	Moderate	8.52	Weak	2.57	2.23	3.42	2.87	n/a
sub-0095	ses-03	run-04	vicarious	2	low_cue	low_stim	sub-0095_ses-03_run-04_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	31.83	Strong	2.08	Barely detectable	31.83	Strong	2.08	Barely detectable	2.53	1.72	2.51	2.04	n/a
sub-0095	ses-03	run-04	vicarious	3	low_cue	med_stim	sub-0095_ses-03_run-04_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz	19.67	Moderate	9.01	Weak	19.67	Moderate	9.01	Weak	2.02	1.62	2.73	2.63	n/a
sub-0095	ses-03	run-04	vicarious	4	low_cue	high_stim	sub-0095_ses-03_run-04_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	10.95	Moderate	14.48	Moderate	10.95	Moderate	14.48	Moderate	2.45	2.03	3.22	2.47	n/a
sub-0095	ses-03	run-04	vicarious	5	high_cue	med_stim	sub-0095_ses-03_run-04_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	4.38	Weak	7.13	Weak	4.38	Weak	7.13	Weak	2.58	2.48	2.68	2.28	n/a
sub-0095	ses-03	run-04	vicarious	6	high_cue	high_stim	sub-0095_ses-03_run-04_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	17.49	Moderate	47.76	Strong	17.49	Moderate	47.76	Strong	2.84	1.64	2.28	1.6	n/a
sub-0095	ses-03	run-04	vicarious	7	high_cue	low_stim	sub-0095_ses-03_run-04_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	26.87	Moderate	4.61	Weak	26.87	Moderate	4.61	Weak	2.5	2.03	2.94	2.25	n/a
sub-0095	ses-03	run-04	vicarious	8	high_cue	high_stim	sub-0095_ses-03_run-04_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	16.1	Moderate	86.77	Very Strong	16.1	Moderate	86.77	Very Strong	2.2	1.35	2.57	1.84	n/a
sub-0095	ses-03	run-04	vicarious	9	low_cue	low_stim	sub-0095_ses-03_run-04_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz	28.11	Moderate	3.23	Weak	28.11	Moderate	3.23	Weak	1.69	1.17	2.4	1.92	n/a
sub-0095	ses-03	run-04	vicarious	10	low_cue	med_stim	sub-0095_ses-03_run-04_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	19.24	Moderate	9.91	Weak	19.24	Moderate	9.91	Weak	2.66	1.86	2.97	2.42	n/a
sub-0095	ses-03	run-04	vicarious	11	low_cue	high_stim	sub-0095_ses-03_run-04_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz	21.84	Moderate	102.75	Strongest sensation of any kind	21.84	Moderate	102.75	Strongest sensation of any kind	2.38	1.78	2.95	2.52	n/a
sub-0095	ses-03	run-04	vicarious	12	high_cue	med_stim	sub-0095_ses-03_run-04_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	29.03	Strong	5.78	Weak	29.03	Strong	5.78	Weak	1.66	1.59	2.53	1.92	n/a
sub-0095	ses-03	run-05	pain	1	low_cue	med_stim	sub-0095_ses-03_run-05_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz	4.69	Weak	75.13	Very Strong	4.69	Weak	75.13	Very Strong	2.28	1.88	2.37	1.59	success
sub-0095	ses-03	run-05	pain	2	high_cue	low_stim	sub-0095_ses-03_run-05_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz	55.61	Strong	48.75	Strong	55.61	Strong	48.75	Strong	1.63	1.13	2.3	1.55	success
